land_area,price,region
11 сот,350000.0,"Московская область, г.о. Коломна, д. Негомож"
11 сот,230000.0,
6 сот,1550000.0,
20 сот,10200000.0,
18 сот,580000.0,"Тюменская область, Нижнетавдинский р-н, д. Штакульская"
6 сот,2500000.0,"Московская область, Раменский г.о., д. Первомайка"
5.1 сот,265000.0,"Пермский край, Чайковский г.о., СНТ Дачник"
6 сот,540000.0,
4 сот,6900000.0,
11 сот,18000000.0,
10 сот,300000.0,"Иркутская область, Иркутский р-н, д. Столбова"
20 сот,300000.0,"Владимирская область, Ковровский р-н, Клязьминское сельское поселение, д. Княжская"
10 сот,3500000.0,"Краснодарский край, г.о. Новороссийск, с. Большие Хутора"
6 сот,130000.0,Республика Бурятия
15 сот,7500000.0,"Республика Крым, г.о. Алушта, пос. Семидворье"
10 сот,120000.0,"Воронежская область, Семилукский р-н, с. Девица"
8 сот,105000.0,"Московская область, Наро-Фоминский г.о., садоводческое некоммерческое товарищество Репка"
10.1 сот,1231000.0,"Ленинградская область, Ломоносовский р-н, Аннинское городское поселение, д. Пигелево"
5 сот,280000.0,"Республика Дагестан, г.о. Махачкала, садовые участки"
3.6 сот,900000.0,"Республика Крым, г.о. Феодосия, пос. городского типа Курортное"
27 сот,100000.0,"Свердловская область, Режевской г.о., с. Черемисское"
8 сот,1600000.0,"Ленинградская область, Всеволожский р-н, Бугровское сельское поселение, массив Капитолово"
10 сот,250000.0,"Самарская область, Сызрань"
15 сот,1200000.0,"Московская область, Сергиево-Посадский г.о., д. Березняки"
3 сот,150000.0,"Чувашская Республика, Чебоксары"
40 сот,450000.0,"Московская область, г.о. Егорьевск, д. Леоново"
5.5 сот,600000.0,"Пермский край, Пермь"
20 сот,1400000.0,"Астраханская область, Камызякский р-н, с. Караульное"
12 сот,180000.0,"Республика Алтай, Майминский р-н, с. Подгорное"
10 сот,500000.0,"Республика Крым, Раздольненский р-н, Славновское сельское поселение, СНТ Отдых"
6 сот,600000.0,"Республика Дагестан, Дербент"
6 сот,100000.0,"Республика Татарстан, Зеленодольский р-н, д. Селище Говядино"
6 сот,180000.0,"Чувашская Республика, Мариинско-Посадский р-н, Мариинский Посад"
8 сот,700000.0,"Кировская область, Юрьянский р-н, пос. Гирсово"
8 сот,220000.0,"Нижегородская область, г.о. Бор, д. Рекшино"
5.5 сот,2100000.0,"Краснодарский край, Крымский р-н, Крымск"
27 сот,550000.0,"Курская область, Железногорский р-н, с. Разветье"
16 сот,1628000.0,"Московская область, Пушкинский г.о., Пушкино"
8.5 сот,550000.0,"Республика Татарстан, Тукаевский р-н, с. Бетьки"
18 сот,25000000.0,"Краснодарский край, Сочи"
15 сот,6180000.0,"Московская область, Наро-Фоминский г.о., д. Свитино"
5 сот,370000.0,"Республика Татарстан, Лаишевский р-н, садоводческое некоммерческое товарищество Надежда"
11.7 сот,750000.0,"Тюменская область, Тюменский р-н, с. Чикча"
7 сот,470000.0,"Воронежская область, Лискинский р-н, Лиски"
31 сот,630000.0,"Рязанская область, Рыбновский р-н, Батуринское сельское поселение, с. Козловка"
15 сот,190000.0,"Вологодская область, Шекснинский р-н, д. Камешница"
27 сот,1300000.0,"Самарская область, Волжский р-н, с. Подгоры"
11 сот,2250000.0,"Иркутская область, Иркутский р-н, рабочий пос. Маркова"
16 сот,220000.0,"Пермский край, Пермский р-н, Култаевское сельское поселение, д. Ежи"
6 сот,220000.0,"Краснодарский край, г.о. Горячий Ключ, садоводческое некоммерческое товарищество Нефтяник"
10 сот,1100000.0,"Московская область, Наро-Фоминский г.о."
10 сот,500000.0,"Республика Адыгея, Теучежский р-н, Тлюстенхабльское городское поселение, пос. городского типа Тлюстенхабль"
16 сот,220000.0,"Пермский край, Пермский р-н, Култаевское сельское поселение, д. Ежи"
6 сот,220000.0,"Краснодарский край, г.о. Горячий Ключ, садоводческое некоммерческое товарищество Нефтяник"
15 сот,280000.0,"Московская область, г.о. Клин, д. Подтеребово"
3 га,450000.0,"Чувашская Республика, Ядринский р-н, Мочарское сельское поселение, д. Верхние Мочары"
1.6 га,3000000.0,Краснодарский край
6.7 сот,300000.0,
20 сот,650000.0,
9.3 сот,6300000.0,
3 сот,9991.0,"Чувашская Республика, Чебоксарский р-н, СДТ Птицевод"
7 сот,350000.0,"Белгородская область, Алексеевский г.о., Алексеевка"
4 сот,4200000.0,"Краснодарский край, Краснодар"
30 сот,790000.0,
15 сот,280000.0,
6 сот,1300000.0,
10 сот,400000.0,"Владимирская область, Петушинский р-н, д. Перново"
10 сот,450000.0,"Курская область, Курский р-н, Пашковский сельсовет, д. Овсянниково"
5.8 сот,550000.0,"Тюменская область, Сургут, садовое товарищество Север-1"
14 сот,100000.0,"Красноярский край, Берёзовский р-н, д. Киндяково"
25 сот,300000.0,"Владимирская область, Судогодский р-н, пос. Новопетрово"
10 сот,1290000.0,"Белгородская область, Старооскольский г.о., Старый Оскол"
12.79 га,20900000.0,Республика Татарстан
10 сот,750000.0,"Ростовская область, Неклиновский р-н, с. Александрова Коса"
14 сот,500000.0,"Самарская область, Шигонский р-н, с. Климовка"
9 сот,500000.0,"Ленинградская область, Всеволожский р-н, Морозовское городское поселение, садоводческое некоммерческое товарищество Ладога-1"
10.2 сот,570000.0,"Тюменская область, Тюменский р-н, д. Паренкина"
6.2 сот,475000.0,"Краснодарский край, муниципальное образование Краснодар, НСТ Новые Сады Сатурна"
9 сот,299999.0,"Тюменская область, Нягань"
10 сот,1300000.0,"Чеченская Республика, Урус-Мартановский р-н, Гойтинское сельское поселение, с. Гойты"
1.1 сот,18999.0,"Кировская область, Слободской р-н, с. Никульчино"
10 сот,250000.0,"Республика Башкортостан, Сибай"
7 сот,2100000.0,"Московская область, Раменский г.о., д. Полушкино, коттеджный пос. Ясная Поляна"
30 сот,3000000.0,"Республика Крым, Симферопольский р-н, Мирновское сельское поселение"
15.4 сот,4700000.0,"Ленинградская область, Всеволожский р-н, Колтушское сельское поселение, д. Манушкино"
22 сот,1300000.0,"Московская область, Можайский г.о., д. Денежниково"
40 сот,350000.0,"Тульская область, муниципальное образование Ефремов, с. Новокрасивое"
6 сот,200000.0,"Астраханская область, Наримановский р-н"
10 сот,11500000.0,Севастополь
6 сот,1000000.0,"Республика Марий Эл, Медведевский р-н, пос. Руэм, сад № 2"
8 сот,250000.0,"Ярославская область, г.о. Переславль-Залесский"
12 сот,350000.0,"Республика Мордовия, Лямбирский р-н, с. Лямбирь"
10 сот,370000.0,"Ярославская область, Ярославский р-н, СНТ Бор"
15 сот,800000.0,"Ленинградская область, Волосовский р-н, Кикеринское сельское поселение"
12 га,1155000.0,"Краснодарский край, Новороссийск"
11.5 сот,730000.0,"Московская область, г.о. Домодедово, д. Минаево"
20 сот,2200000.0,"Пермский край, Пермский р-н, Кондратовское сельское поселение, д. Кондратово, ДНП Красава-2"
21 сот,800000.0,"Пермский край, Чернушинский г.о., с. Ананьино"
10 сот,200000.0,"Челябинская область, Еманжелинский р-н, пос. Ключи"
8 сот,2050000.0,"Ростовская область, Ростов-на-Дону"
8 сот,700000.0,"Владимирская область, Суздальский р-н, с. Сновицы"
15 сот,180000.0,"Псковская область, Опочецкий р-н, Опочка"
10 сот,630000.0,"Республика Бурятия, Улан-Удэ"
16 сот,24060000.0,"Краснодарский край, г.о. Сочи, с. Черешня"
25 сот,65000.0,"Республика Северная Осетия — Алания, Алагирский р-н, с. Дзивгис"
66 сот,15000000.0,"Волгоградская область, Волгоград"
9.5 сот,16000000.0,"Ставропольский край, Ставрополь"
12 сот,550000.0,"Московская область, г.о. Ступино, СНТ Просторы"
11.8 сот,850000.0,"Новосибирская область, Новосибирский р-н, Криводановский сельсовет, с. Криводановка"
10 сот,75000.0,"Московская область, Коломенский г.о., ДП Орешники"
1.14 га,100000.0,"Московская область, г.о. Клин, СНТ Электрощит"
31 сот,400000.0,"Рязанская область, Рязанский р-н, Искровское сельское поселение, д. Кутуково"
7 сот,1550000.0,"Республика Северная Осетия — Алания, Владикавказ"
12 сот,960000.0,
10 сот,1420000.0,
10 сот,750000.0,
10 сот,95000.0,"Свердловская область, муниципальное образование Алапаевское, с. Арамашево"
6 сот,299000.0,"Астраханская область, Наримановский р-н, с. Старокучергановка"
9 сот,5500000.0,"Республика Татарстан, Набережные Челны"
10 сот,900000.0,
15 сот,2850000.0,
8 сот,200000.0,
10 сот,9500000.0,"Республика Крым, Ялта"
90 сот,75000.0,"Тюменская область, Нижневартовск"
5 сот,250000.0,"Республика Дагестан, Каспийск"
25 сот,1000000.0,"Удмуртская Республика, Сарапульский р-н, с. Сигаево"
15 сот,700000.0,"Краснодарский край, Славянский р-н, станица Петровская"
29 сот,1550000.0,"Московская область, Дмитровский г.о., д. Хвостово"
6 сот,3100000.0,"Московская область, г.о. Солнечногорск, СНТ Горетовка"
20 сот,350000.0,"Московская область, Талдомский г.о., д. Ульянцево"
4.3 сот,11000000.0,"Краснодарский край, Краснодар"
14 сот,4200000.0,"Московская область, Раменский г.о., д. Нижнее Мячково"
3.5 га,500000.0,"Республика Татарстан, Высокогорский р-н, д. Тёплый Ключ"
6 сот,240000.0,"Самарская область, Сызранский р-н, с. Рамено"
19 сот,350000.0,"Свердловская область, Невьянский г.о., с. Аятское"
8 сот,890000.0,"Ульяновская область, Димитровград"
5 сот,680000.0,"Республика Башкортостан, Уфимский р-н, Миловский сельсовет"
12.4 га,895000.0,"Республика Крым, Евпатория"
12 сот,530000.0,"Московская область, г.о. Кашира, д. Тарасково"
6 сот,550000.0,"Ставропольский край, Советский г.о., Зеленокумск"
6 сот,6000000.0,"Краснодарский край, Сочи"
10 сот,800000.0,"Краснодарский край, Туапсинский р-н, с. Молдовановка"
7 га,700000.0,"Тульская область, Ясногорский р-н"
5 сот,290000.0,"Брянская область, Брянский р-н, Снежское сельское поселение, с. Толмачево, СДТ Мир"
15.1 сот,2580000.0,"Московская область, г.о. Щёлково, дачное некоммерческое партнёрство Престиж"
7 сот,4500000.0,"Краснодарский край, Сочи"
50 га,1300000.0,"Республика Крым, Сакский р-н, Кольцовское сельское поселение, с. Огневое"
6 сот,280000.0,"Волгоградская область, Среднеахтубинский р-н, городское поселение Рабочий посёлок Средняя Ахтуба, рабочий пос. Средняя Ахтуба"
4.6 сот,800000.0,"Астраханская область, Приволжский р-н, с. Началово"
12 сот,250000.0,"Курганская область, Шадринский р-н, с. Ключи"
12 сот,500000.0,"Республика Крым, Симферопольский р-н, Школьненское сельское поселение, пос. Школьное"
12 сот,259000.0,"Кировская область, Кирово-Чепецкий муниципальный р-н, д. Конные"
7 сот,8400000.0,"Краснодарский край, Сочи"
20 сот,500000.0,"Рязанская область, Рязанский р-н, Окское сельское поселение, с. Вышетравино"
10 сот,250000.0,"Тюменская область, Советский р-н, Советский, СОНТ Дорожник"
8 сот,1000000.0,"Карачаево-Черкесская Республика, Черкесск"
8.7 сот,1000000.0,"Московская область, Раменский г.о., коттеджный пос. Смородинка"
100 сот,290000.0,"Калининградская область, Зеленоградский г.о., пос. Красноторовка"
20 сот,370000.0,"Республика Татарстан, Лаишевский р-н, садоводческое некоммерческое товарищество Солнечный № 1"
15 сот,1299999.0,"Московская область, г.о. Щёлково, с. Трубино"
10 сот,700000.0,"Самарская область, Волжский р-н, с. Воскресенка"
9.8 сот,550000.0,"Челябинская область, Магнитогорск"
8.7 сот,1000000.0,"Московская область, Раменский г.о., коттеджный пос. Смородинка"
20 сот,370000.0,"Республика Татарстан, Лаишевский р-н, садоводческое некоммерческое товарищество Солнечный № 1"
15 сот,1299999.0,"Московская область, г.о. Щёлково, с. Трубино"
10 сот,700000.0,"Самарская область, Волжский р-н, с. Воскресенка"
9.8 сот,550000.0,"Челябинская область, Магнитогорск"
10 сот,800000.0,"Новосибирская область, Новосибирск"
50 сот,25000000.0,"Московская область, г.о. Люберцы, рабочий пос. Томилино"
5 сот,690000.0,
17 сот,13300000.0,
10 сот,270000.0,
10 сот,1200000.0,"Челябинская область, Копейск"
5 сот,470000.0,"Краснодарский край, Калининский р-н"
21 сот,5900000.0,"Московская область, г.о. Солнечногорск, д. Мышецкое"
20 сот,400000.0,
6.5 сот,2200000.0,
8 сот,1800000.0,
23 сот,1200000.0,"Рязанская область, Рязанский р-н, Дядьковское сельское поселение, д. Вишнёвка"
16 сот,200000.0,"Воронежская область, Новоусманский р-н, с. Горенские Выселки"
26 сот,12500000.0,"Свердловская область, Сысертский г.о., с. Кашино"
9 сот,160000.0,"Челябинская область, Копейск"
8 сот,640000.0,"Московская область, Богородский г.о., д. Дядькино"
12 сот,460000.0,"Липецкая область, Липецк"
6 сот,650000.0,"Калужская область, г.о. Калуга, д. Яглово"
22 сот,352000.0,"Владимирская область, Собинский р-н, с. Ельтесуново"
10.5 сот,650000.0,"Брянская область, Брянский р-н, д. Дубровка"
2.6 сот,15000.0,"Владимирская область, Муром"
13.7 сот,295000.0,"Пермский край, Пермский р-н, Култаевское сельское поселение, д. Заполье"
3.5 сот,2150000.0,"Краснодарский край, муниципальное образование Город Геленджик, садовое товарищество Голубая Долина"
7 сот,100000.0,"Новгородская область, Новгородский р-н, Ермолинское сельское поселение, массив Ляпино, садоводческое товарищество Рябинушка"
15 сот,350000.0,"Тульская область, Ясногорский р-н, д. Перетрутово"
7.5 сот,3860000.0,"Московская область, г.о. Щёлково, микрорайон Лосиный Парк-1"
12 сот,750000.0,"Рязанская область, Касимовский р-н, д. Овчинники"
12 сот,1200000.0,"Калининградская область, Гурьевский г.о., пос. Родники"
11 сот,501000.0,"Владимирская область, Киржачский р-н, д. Головино"
9.3 сот,430000.0,"Московская область, Можайский г.о., дачный пос. Берёзки-3"
6.4 сот,1300000.0,"Московская область, г.о. Истра, садовое товарищество Пищемаш"
4 сот,2500000.0,"Краснодарский край, Краснодар, садовое товарищество Животновод"
3.4 га,98000.0,"Рязанская область, Клепиковский р-н, д. Подгорье"
22 сот,230000.0,"Архангельская область, Плесецкий муниципальный округ, пос. Река Емца"
36 сот,550000.0,"Липецкая область, Задонский р-н, Хмелинецкий сельсовет, с. Липовка"
5 сот,2100000.0,"Рязанская область, Рязань"
8.6 сот,3800000.0,"Самарская область, Самара"
8.7 сот,650000.0,"Свердловская область, Екатеринбург, СНТ Мелиоратор"
19 сот,440000.0,"Иркутская область, Иркутский р-н, пос. Еловый"
6 сот,360000.0,"Тульская область, Ясногорский р-н, СНТ № 53 Русское Поле"
10 сот,280000.0,"Астраханская область, Ахтубинский р-н, Ахтубинск"
10 сот,700000.0,"Чеченская Республика, Серноводский р-н, Серноводское сельское поселение, с. Серноводское"
9 сот,1700000.0,"Республика Алтай, Майминский р-н, с. Кызыл-Озек"
7.5 сот,19000000.0,"Калининградская область, Калининград"
33 сот,330000.0,"Тверская область, Вышневолоцкий г.о., д. Ильинское"
4.79 га,620000.0,"Республика Крым, Сакский р-н, Веселовское сельское поселение, с. Веселовка"
100 сот,5000000.0,"Калининградская область, Гурьевский г.о."
16.5 сот,200000.0,"Тульская область, муниципальное образование Алексин, д. Хатманово"
21 сот,3101000.0,"Иркутская область, Иркутск"
4 сот,250000.0,"Краснодарский край, Лабинский р-н, Лабинск, садовое товарищество Машиностроитель"
30 сот,11400000.0,"Московская область, Ленинский г.о., д. Белеутово"
30 сот,11400000.0,"Московская область, Ленинский г.о., д. Белеутово"
12.7 сот,2500000.0,"Алтайский край, Барнаул"
10 сот,225000.0,"Краснодарский край, Крымский р-н, с. Молдаванское"
15 сот,600000.0,"Ленинградская область, Кингисеппский р-н, Кузёмкинское сельское поселение, д. Волково"
4 сот,250000.0,"Краснодарский край, Лабинский р-н, Лабинск, садовое товарищество Машиностроитель"
15 сот,1370000.0,"Красноярский край, Красноярск"
9 сот,1000000.0,"Краснодарский край, Туапсинский р-н, аул Малое Псеушхо"
11 сот,2900000.0,
20 сот,400000.0,
6 сот,350000.0,
20 сот,650000.0,"Краснодарский край, Славянский р-н, станица Анастасиевская"
7 сот,1700000.0,"Астраханская область, Астрахань"
11 сот,280000.0,"Тюменская область, Заводоуковский г.о., Заводоуковск"
13 сот,420000.0,
15.41 га,10000000.0,
10 сот,1400000.0,
17 сот,350000.0,"Курская область, Октябрьский р-н, пос. городского типа Прямицыно"
6 сот,230000.0,"Новосибирская область, Новосибирский р-н, с. Новокаменка, ДНТ Удачный"
10 сот,350000.0,"Тульская область, муниципальное образование Тула, СНТ Берёзовая Роща"
12 сот,7800000.0,"Севастополь, СТ Море"
20 сот,250000.0,"Самарская область, Приволжский р-н, с. Приволжье, с. Аннино"
20 сот,150000.0,"Московская область, Сергиево-Посадский г.о., ДПК Веригино"
12.5 сот,230000.0,"Красноярский край, Емельяновский р-н, пос. Солонцы"
19 сот,650000.0,"Липецкая область, Грязинский р-н, с. Фащёвка"
10 сот,35000.0,"Свердловская область, Каменский г.о., с. Барабановское"
15 сот,1100000.0,"Ленинградская область, Кингисеппский р-н, Вистинское сельское поселение, садоводческое некоммерческое товарищество Корвет на Купле"
9 сот,3100000.0,"Севастополь, Балаклавский р-н, Балаклавский муниципальный округ"
15 сот,200000.0,"Вологодская область, Сокольский р-н, д. Бурцево"
8 сот,950000.0,"Краснодарский край, Абинский р-н, Абинск"
9 сот,350000.0,"Московская область, г.о. Щёлково, д. Горбуны"
6 сот,1400000.0,"Республика Крым, г.о. Судак, с. Миндальное, СНТ Солнечная Долина"
8.7 сот,739000.0,"Московская область, Домодедово"
11 сот,2050000.0,"Иркутская область, Иркутский р-н, ДНТ Дзержинское"
15 сот,3500000.0,"Краснодарский край, Новороссийск"
6.8 га,400000.0,"Тульская область, муниципальное образование Тула, д. Натальинка"
20 сот,380000.0,"Свердловская область, Каменский г.о., с. Позариха"
11.09 га,500000.0,"Калининградская область, Светлогорский г.о., пос. городского типа Донское"
6 сот,400000.0,"Тверская область, Зубцовский р-н, садовое товарищество Дружба"
22 сот,300000.0,"Псковская область, Куньинский р-н, д. Бараново"
10 сот,700000.0,"Свердловская область, г.о. Ревда, СНТ Горняки"
16 сот,3700000.0,"Ленинградская область, Всеволожский р-н, Лесколовское сельское поселение, д. Нижние Осельки"
12 сот,240000.0,"Владимирская область, Александровский р-н, с. Старая Слобода"
8 сот,500000.0,"Белгородская область, Яковлевский г.о., Строитель, СНТ Ивушка"
33.5 сот,90000.0,"Пермский край, Оханский г.о., с. Острожка"
8 сот,750000.0,"Республика Дагестан, Кумторкалинский р-н, с. Коркмаскала"
17 сот,185000.0,"Краснодарский край, Белореченский р-н, станица Рязанская"
10 сот,2000000.0,"Ульяновская область, Димитровград"
10 сот,160000.0,"Нижегородская область, г.о. Сокольский, д. Косоурка"
17 сот,300000.0,"Белгородская область, Белгородский р-н, с. Ближнее"
10 сот,350000.0,"Тюменская область, Ханты-Мансийский р-н, дачное некоммерческое товарищество Иртыш"
11 сот,5500000.0,"Москва, Троицкий административный округ, поселение Михайлово-Ярцевское, пос. Секерино"
6 сот,140000.0,"Московская область, Можайский г.о., садоводческое товарищество Родничок"
37 сот,4100000.0,Тульская область
19 сот,150000.0,"Челябинская область, Чебаркульский р-н, пос. Бишкиль"
11.2 сот,980000.0,"Новосибирская область, Новосибирский р-н, ДНТ Царская Усадьба"
12 сот,350000.0,"Республика Бурятия, Тарбагатайский р-н, с. Нижний Саянтуй"
19 сот,150000.0,"Челябинская область, Чебаркульский р-н, пос. Бишкиль"
8 сот,3500000.0,"Республика Крым, г.о. Феодосия, пос. городского типа Коктебель"
37 сот,4100000.0,Тульская область
12.5 сот,250000.0,"Московская область, Талдомский г.о., с. Николо-Кропотки"
10 га,85000.0,"Ульяновская область, Барышский р-н"
8 сот,680000.0,Санкт-Петербург
8 сот,3950000.0,"Республика Татарстан, Казань"
4 га,32000000.0,
8.5 сот,450000.0,
27.6 сот,950000.0,
15 сот,218000.0,"Воронежская область, Лискинский р-н, с. Высокое"
1 сот,60000.0,"Воронежская область, Новоусманский р-н, с. Новая Усмань"
22.3 сот,1467000.0,"Ленинградская область, Всеволожский р-н, Свердловское городское поселение, коттеджный пос. Нева-Да"
6.8 сот,515000.0,
12 сот,260000.0,
100 сот,7500000.0,
22 сот,500000.0,"Тульская область, муниципальное образование Алексин, д. Большое Шелепино"
20 га,1000000.0,"Владимирская область, Ковровский р-н, Клязьминское сельское поселение, д. Близнино"
40 сот,780000.0,"Ярославская область, Ярославский р-н, д. Головинское"
3.19 га,250000.0,"Пермский край, Пермский р-н, Култаевское сельское поселение"
29 сот,3250000.0,"Калужская область, Калуга"
7.75 га,5500000.0,"Республика Северная Осетия — Алания, Пригородный р-н, с. Верхняя Саниба"
11 сот,900000.0,"Московская область, г.о. Павловский Посад, д. Фатеево"
15 сот,300000.0,"Тамбовская область, Мичуринский р-н, с. Заворонежское"
8 сот,750000.0,"Свердловская область, Сысертский г.о., Сысерть"
12 сот,180000.0,"Новгородская область, Великий Новгород"
19.5 сот,600000.0,"Челябинская область, Челябинск"
30 сот,650000.0,"Тверская область, Калининский р-н, Михайловское сельское поселение, д. Стрельниково"
24 сот,4399000.0,"Ярославская область, Ярославский р-н, коттеджный пос. Василёк"
10 сот,450000.0,"Владимирская область, Собинский р-н"
18.6 сот,6800000.0,"Московская область, г.о. Домодедово, д. Шебочеево"
6.5 сот,890000.0,"Республика Башкортостан, Уфимский р-н, д. Подымалово"
67 га,12000000.0,"Республика Дагестан, Тарумовский р-н, с. Кочубей"
15 сот,100000.0,"Рязанская область, Захаровский р-н, д. Перекаль"
8 сот,2700000.0,"Ростовская область, Ростов-на-Дону"
25 сот,20000000.0,"Московская область, Одинцовский г.о., с. Иславское"
17 сот,300000.0,"Псковская область, Гдовский р-н, д. Блянск"
45 сот,550000.0,"Липецкая область, Задонский р-н, с. Замятино"
14 сот,300000.0,"Красноярский край, г.о. Ачинск, рабочий пос. Мазульский"
10 сот,180000.0,"Новгородская область, Хвойнинский муниципальный округ, с. Анциферово"
7 сот,140000.0,"Московская область, Раменский г.о., д. Титово"
8 сот,1000000.0,"Республика Крым, Сакский р-н, Молочненское сельское поселение, с. Витино"
10.07 га,90000.0,"Кировская область, Юрьянский р-н, СДТ Верхняя Горца"
20 сот,600000.0,"Новгородская область, Новгородский р-н, Ракомское сельское поселение, д. Троица"
10 сот,500000.0,"Республика Дагестан, Табасаранский р-н, с. Хучни"
15 сот,320000.0,"Тверская область, Кимрский р-н, пос. Приволжский"
12 сот,60000.0,"Пермский край, Пермский р-н, Двуреченское сельское поселение"
15 сот,250000.0,"Республика Татарстан, Алькеевский р-н, с. Базарные Матаки"
15 сот,130000.0,"Смоленская область, Смоленский р-н, д. Лубня"
9 сот,300000.0,"Республика Мордовия, Рузаевский р-н, Рузаевка"
10 сот,200000.0,"Владимирская область, Александровский р-н, пос. Светлый"
20 сот,7500000.0,"Ростовская область, Ростов-на-Дону"
3.5 сот,400000.0,"Тюменская область, Тобольск"
9 сот,900000.0,"Московская область, г.о. Чехов, дачное некоммерческое товарищество Святая Гора"
4.8 сот,640000.0,"Республика Карелия, Сортавальский р-н, Сортавальское городское поселение, Сортавала"
20 сот,350000.0,"Кабардино-Балкарская Республика, Терский р-н, с. Арик"
10 сот,350000.0,"Красноярский край, Емельяновский р-н, ДНТ Ясная Поляна"
8.6 сот,379000.0,"Тюменская область, Тюменский р-н, д. Есаулова"
16 сот,480000.0,"Тверская область, Калининский р-н, Кулицкое сельское поселение"
21 сот,12500000.0,"Московская область, г.о. Подольск, д. Жарково"
20 сот,350000.0,"Кабардино-Балкарская Республика, Терский р-н, с. Арик"
11 сот,160000.0,"Владимирская область, Собинский р-н, с. Бабаево"
7.6 сот,1150000.0,"Краснодарский край, г.о. Новороссийск, станица Натухаевская"
96.68 га,897120.0,
10 сот,350000.0,
7 сот,175000.0,
11 сот,680000.0,"Калининградская область, Гурьевский г.о., пос. Рощино"
32 сот,520000.0,"Краснодарский край, Каневской р-н, станица Новодеревянковская"
10 сот,350000.0,"Омская область, Омский р-н, с. Ребровка"
2.64 га,150000000.0,
10 сот,1500000.0,
18 сот,180000.0,
8.8 га,4000000.0,"Ленинградская область, Выборгский р-н, Каменногорское городское поселение"
5 сот,3800000.0,"Краснодарский край, Сочи"
3 га,1000000.0,"Карачаево-Черкесская Республика, Абазинский р-н"
10.43 га,300000.0,"Свердловская область, Красноуфимск"
8.7 сот,660000.0,"Ростовская область, Аксайский р-н"
15 сот,300000.0,"Владимирская область, Александровский р-н, д. Шаблыкино"
6 сот,45000.0,"Нижегородская область, Дзержинск, СТ Лесная Речка"
12 сот,6000000.0,"Ставропольский край, Кисловодск"
17 сот,950000.0,"Республика Башкортостан, Нуримановский р-н, д. Чандар"
15 сот,1490000.0,"Самарская область, Красноярский р-н, с. Нижняя Солонцовка"
15 сот,140000.0,"Челябинская область, Сосновский р-н, с. Полетаево-1"
20 сот,450000.0,Московская область
6.1 сот,330000.0,"Тверская область, Кимрский р-н, пос. Приволжский"
7.5 сот,950000.0,"Республика Крым, Симферопольский р-н, Первомайское сельское поселение, с. Первомайское"
10 сот,420000.0,"Московская область, Волоколамский г.о., садовое товарищество Сославино"
15 сот,600000.0,"Самарская область, Шигонский р-н, с. Актуши"
100 сот,1300000.0,"Республика Крым, Черноморский р-н, Окунёвское сельское поселение, с. Громово"
22 сот,30000.0,"Республика Адыгея, Майкопский р-н, станица Курджипская"
8 сот,420000.0,"Краснодарский край, муниципальное образование Анапа, с. Джигинка"
5 сот,200000.0,"Саратовская область, Энгельсский р-н, Энгельс"
12 сот,800000.0,"Краснодарский край, Туапсинский р-н, с. Дефановка"
6.3 сот,350000.0,"Карачаево-Черкесская Республика, Черкесск"
4 сот,800000.0,"Республика Дагестан, г.о. Избербаш"
7 сот,820000.0,"Нижегородская область, г.о. Бор, д. Ивонькино"
15 сот,35000.0,"Тверская область, Калининский р-н, Верхневолжское сельское поселение, с. Пушкино"
5.3 сот,445000.0,"Оренбургская область, Оренбург, дачное некоммерческое товарищество Лидиния"
5 сот,2000000.0,"Ярославская область, Рыбинск"
1 сот,130000.0,"Московская область, г.о. Воскресенск, д. Цибино"
17 сот,200000.0,"Ярославская область, Мышкинский р-н, Охотинское сельское поселение, д. Кадочник"
14.3 сот,1140000.0,"Тверская область, Калининский р-н, Никулинское сельское поселение, д. Кривцово"
6 сот,100000.0,"Тюменская область, Нижнетавдинский р-н, пос. Ключи"
13.5 сот,750000.0,"Ленинградская область, Кингисеппский р-н, Нежновское сельское поселение, д. Пятчино"
10 сот,350000.0,Астраханская область
15 сот,510000.0,"Саратовская область, Энгельсский р-н, с. Узморье"
10 сот,300000.0,"Тульская область, муниципальное образование Тула, СНТ Самылинка"
5 сот,700000.0,"Оренбургская область, Бузулук"
8 сот,650000.0,"Ленинградская область, Бокситогорский р-н, Пикалёвское городское поселение, Пикалёво"
20 сот,300000.0,"Удмуртская Республика, Ижевск"
8.5 сот,255000.0,"Тамбовская область, Рассказово"
84.4 сот,8100000.0,"Республика Алтай, Онгудайский р-н, с. Инегень"
5 сот,700000.0,"Оренбургская область, Бузулук"
20 сот,300000.0,"Удмуртская Республика, Ижевск"
9 сот,120000.0,"Пермский край, Березники"
4.6 сот,200000.0,"Республика Татарстан, Нижнекамский р-н, муниципальное образование город Нижнекамск, СНТ Чайка"
84.4 сот,8100000.0,"Республика Алтай, Онгудайский р-н, с. Инегень"
9 сот,1750000.0,"Нижегородская область, Городецкий р-н, Городец"
8 сот,650000.0,"Ленинградская область, Бокситогорский р-н, Пикалёвское городское поселение, Пикалёво"
6 сот,3450000.0,
10 сот,3500000.0,
12 сот,300000.0,
21 сот,4200000.0,"Республика Мордовия, Саранск"
8.5 сот,255000.0,"Тамбовская область, Рассказово"
6 сот,2199000.0,"Республика Крым, Сакский р-н, с. Молочное"
6 сот,50000.0,
90 сот,74900000.0,
12 сот,1000000.0,
6 сот,3499999.0,"Республика Крым, г.о. Алушта, с. Рыбачье"
